latitude,longitude,time_of_day,day_of_week,long_weekend,period_of_day
0.34643081959890315,0.02638428147412213,-2.4623666478772694,0.6220745843796112,-0.7105663755402489,-2.1613741805352906
-0.5178024112221139,-0.39917998221357026,-2.4623666478772694,0.6220745843796112,-0.7105663755402489,-2.1613741805352906
0.647518525820323,0.09666094887220675,-2.4623666478772694,0.6220745843796112,-0.7105663755402489,-2.1613741805352906
0.07879730295757509,-0.15125951667054305,-2.4623666478772694,0.6220745843796112,-0.7105663755402489,-2.1613741805352906
-0.2836230841610757,-0.6549089663560764,-2.4623666478772694,0.6220745843796112,-0.7105663755402489,-2.1613741805352906
-0.37004640724307836,-0.4518874827618563,-2.4623666478772694,0.6220745843796112,-0.7105663755402489,-2.1613741805352906
-0.9638582722911921,-0.6451483181063116,-2.4623666478772694,0.6220745843796112,-0.7105663755402489,-2.1613741805352906
-0.5261659586172359,-0.2039670172191065,-2.4623666478772694,0.6220745843796112,-0.7105663755402489,-2.1613741805352906
-2.550144428217539,3.7861859872655463,-2.4623666478772694,0.6220745843796112,-0.7105663755402489,-2.1613741805352906
0.2600074965167024,-0.30547775901621654,-2.4623666478772694,0.6220745843796112,-0.7105663755402489,-2.1613741805352906
0.44679338833937643,-0.31328627761597294,-2.4623666478772694,0.6220745843796112,-0.7105663755402489,-2.1613741805352906
0.2516439491217785,-0.1141690533217697,-2.4623666478772694,0.6220745843796112,-0.7105663755402489,-2.1613741805352906
-2.600325712587677,3.637824133869898,-2.4623666478772694,0.6220745843796112,-0.7105663755402489,-2.1613741805352906
0.4384298409442544,-0.29962137006646866,-2.4623666478772694,0.6220745843796112,-0.7105663755402489,-2.1613741805352906
-0.4285912390083379,-0.5709673914084875,-2.4623666478772694,0.6220745843796112,-0.7105663755402489,-2.1613741805352906
0.35758221612560037,0.022480022174382656,-2.4623666478772694,0.6220745843796112,-0.7105663755402489,-2.1613741805352906
-0.8941620439990372,0.6042146578574796,-2.4623666478772694,0.6220745843796112,-0.7105663755402489,-2.1613741805352906
0.6949119610588853,0.0010065960248446168,-2.4623666478772694,0.6220745843796112,-0.7105663755402489,-2.1613741805352906
0.25443179825335377,0.5476028980091766,-2.4623666478772694,0.6220745843796112,-0.7105663755402489,-2.1613741805352906
0.05370666077240725,-0.5260684094599578,-2.4623666478772694,0.6220745843796112,-0.7105663755402489,-2.1613741805352906
0.12340288906436406,-0.17078081317007265,-2.4623666478772694,0.6220745843796112,-0.7105663755402489,-2.1613741805352906
1.7849609715462147,0.4363315079623018,-2.4623666478772694,0.6220745843796112,-0.7105663755402489,-2.1613741805352906
1.609326476250238,0.29773030281641844,-2.4623666478772694,0.6220745843796112,-0.7105663755402489,-2.1613741805352906
0.6586699223470202,-0.16492442422032472,-2.4623666478772694,0.6220745843796112,-0.7105663755402489,-2.1613741805352906
-0.1163521362602209,-0.40308424151330974,-2.4623666478772694,0.6220745843796112,-0.7105663755402489,-2.1613741805352906
-0.23622964892251339,-0.5514460949092354,-2.4623666478772694,0.6220745843796112,-0.7105663755402489,-2.1613741805352906
0.9513940811735161,1.9921788389674315,-2.4623666478772694,0.6220745843796112,-0.7105663755402489,-2.1613741805352906
0.6363671292936257,-0.012658311524659653,-2.4623666478772694,0.6220745843796112,-0.7105663755402489,-2.1613741805352906
1.252481787395134,0.528081601509647,-2.4623666478772694,0.6220745843796112,-0.7105663755402489,-2.1613741805352906
-0.7575574365466989,1.9140936529695907,-2.4623666478772694,0.6220745843796112,-0.7105663755402489,-2.1613741805352906
0.6503063749520963,0.22159724646858586,-2.4623666478772694,0.6220745843796112,-0.7105663755402489,-2.1613741805352906
-0.2278661015273914,-0.5202120205099325,-2.4623666478772694,0.6220745843796112,-0.7105663755402489,-2.1613741805352906
0.6921241119273099,-0.37770655606430964,-2.4623666478772694,0.6220745843796112,-0.7105663755402489,-2.1613741805352906
-0.41186414421829204,-0.4831215571611591,-2.4623666478772694,0.6220745843796112,-0.7105663755402489,-2.1613741805352906
-0.39234920029647286,-0.5631588728087311,-2.4623666478772694,0.6220745843796112,-0.7105663755402489,-2.1613741805352906
-1.3541571507263879,0.33091650686545226,-2.4623666478772694,0.6220745843796112,-0.7105663755402489,-2.1613741805352906
0.5109139183679846,0.11618224537173635,-2.4623666478772694,0.6220745843796112,-0.7105663755402489,-2.1613741805352906
0.03976741511393666,-0.6217227623070425,-2.4623666478772694,0.6220745843796112,-0.7105663755402489,-2.1613741805352906
-0.3811978037697756,-0.2976692404164602,-2.4623666478772694,0.6220745843796112,-0.7105663755402489,-2.1613741805352906
0.23491685433153456,-0.07317433067297947,-2.4623666478772694,0.6220745843796112,-0.7105663755402489,-2.1613741805352906
